id,company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow
471,GAIL,Mar 2014,4615.0,-4466.0,-3.0,146.0
472,GAIL,Mar 2015,4214.0,-2809.0,-3058.0,-1653.0
473,GAIL,Mar 2016,3960.0,-904.0,-3028.0,29.0
474,GAIL,Mar 2017,6024.0,-334.0,-5275.0,415.0
475,GAIL,Mar 2018,8769.0,-2660.0,-5252.0,858.0
476,GAIL,Mar 2019,7984.0,-5701.0,-3364.0,-1081.0
477,GAIL,Mar 2020,8345.0,-8299.0,281.0,328.0
478,GAIL,Mar 2021,8993.0,-4640.0,-3471.0,882.0
479,GAIL,Mar 2022,9420.0,-5490.0,-3917.0,13.0
480,GAIL,Mar 2023,3205.0,-7453.0,2972.0,-1276.0
481,GAIL,Mar 2024,12586.0,-8226.0,-3457.0,902.0
482,GODREJCP,Mar 2013,820.0,-865.0,282.0,237.0
483,GODREJCP,Mar 2014,1116.0,-494.0,-620.0,1.0
484,GODREJCP,Mar 2015,1027.0,-1236.0,-12.0,-221.0
485,GODREJCP,Mar 2016,847.0,-622.0,-202.0,23.0
486,GODREJCP,Mar 2017,1860.0,-2243.0,665.0,282.0
487,GODREJCP,Mar 2018,1723.0,-336.0,-1384.0,3.0
488,GODREJCP,Mar 2019,1729.0,274.0,-2039.0,-36.0
489,GODREJCP,Mar 2020,1588.0,-552.0,-1295.0,-259.0
490,GODREJCP,Mar 2021,2030.0,-292.0,-1816.0,-79.0
491,GODREJCP,Mar 2022,1451.0,-844.0,-380.0,227.0
492,GODREJCP,Mar 2023,2151.0,-1754.0,-794.0,-398.0
493,GODREJCP,Mar 2024,2070.0,-3435.0,1406.0,41.0
494,GRASIM,Mar 2013,4242.0,-5687.0,1348.0,-97.0
495,GRASIM,Mar 2014,3549.0,-2336.0,-1046.0,168.0
496,GRASIM,Mar 2015,4594.0,-2359.0,-2278.0,-42.0
497,GRASIM,Mar 2016,5868.0,-4515.0,-1365.0,-11.0
498,GRASIM,Mar 2017,7288.0,-3509.0,-3799.0,-20.0
499,GRASIM,Mar 2018,-4140.0,1546.0,3449.0,856.0
500,GRASIM,Mar 2019,-1659.0,-2212.0,4158.0,287.0
501,GRASIM,Mar 2020,16620.0,-11364.0,-3418.0,1838.0
502,GRASIM,Mar 2021,15075.0,-7146.0,-8003.0,-75.0
503,GRASIM,Mar 2022,7038.0,-1053.0,-6733.0,-748.0
504,GRASIM,Mar 2023,-12685.0,-13712.0,26469.0,72.0
505,GRASIM,Mar 2024,-10719.0,-23114.0,33908.0,75.0
506,HAL,Mar 2017,-423.0,3021.0,-164.0,2433.0
507,HAL,Mar 2018,-734.0,594.0,-2540.0,-2680.0
508,HAL,Mar 2019,-7694.0,5292.0,2321.0,-80.0
509,HAL,Mar 2020,1537.0,-1334.0,64.0,266.0
510,HAL,Mar 2021,15124.0,-1190.0,-7070.0,6864.0
511,HAL,Mar 2022,10180.0,-12789.0,-1464.0,-4072.0
512,HAL,Mar 2023,8836.0,-5734.0,-1731.0,1370.0
513,HAL,Mar 2024,8226.0,-6412.0,-1999.0,-185.0
514,HAVELLS,Mar 2013,638.0,-144.0,-252.0,242.0
515,HAVELLS,Mar 2014,868.0,-376.0,-310.0,183.0
516,HAVELLS,Mar 2015,963.0,-485.0,-754.0,-277.0
517,HAVELLS,Mar 2016,513.0,-121.0,-621.0,-229.0
518,HAVELLS,Mar 2017,767.0,-220.0,-98.0,450.0
519,HAVELLS,Mar 2018,1100.0,-946.0,-409.0,-255.0
520,HAVELLS,Mar 2019,501.0,185.0,-318.0,368.0
521,HAVELLS,Mar 2020,827.0,-548.0,-716.0,-437.0
522,HAVELLS,Mar 2021,660.0,-763.0,190.0,87.0
523,HAVELLS,Mar 2022,1728.0,-759.0,-547.0,421.0
524,HAVELLS,Mar 2023,565.0,31.0,-907.0,-311.0
525,HAVELLS,Mar 2024,1953.0,-1618.0,-534.0,-199.0
526,HCLTECH,Jun 2013,4492.0,-2361.0,-2086.0,44.0
527,HCLTECH,Jun 2014,6457.0,-4842.0,-1308.0,307.0
528,HCLTECH,Jun 2015,5539.0,-2088.0,-3140.0,311.0
529,HCLTECH,Mar 2016,3823.0,-2208.0,-2237.0,-623.0
530,HCLTECH,Mar 2017,8995.0,-3890.0,-4517.0,588.0
531,HCLTECH,Mar 2018,8328.0,-2236.0,-5714.0,378.0
532,HCLTECH,Mar 2019,8971.0,-3256.0,-1471.0,4244.0
533,HCLTECH,Mar 2020,13359.0,-12332.0,-3168.0,-2141.0
534,HCLTECH,Mar 2021,19618.0,-5665.0,-11192.0,2761.0
535,HCLTECH,Mar 2022,16900.0,1597.0,-14508.0,3989.0
536,HCLTECH,Mar 2023,18009.0,-3573.0,-15881.0,-1445.0
537,HCLTECH,Mar 2024,22448.0,-6608.0,-15464.0,376.0
538,HDFCBANK,Mar 2013,-5847.0,-902.0,13105.0,6356.0
539,HDFCBANK,Mar 2014,4211.0,-1099.0,9270.0,12382.0
540,HDFCBANK,Mar 2015,-21281.0,-800.0,18694.0,-3387.0
541,HDFCBANK,Mar 2016,-34435.0,-837.0,37815.0,2542.0
542,HDFCBANK,Mar 2017,17282.0,-1146.0,-5893.0,10242.0
543,HDFCBANK,Mar 2018,17214.0,-842.0,57378.0,73750.0
544,HDFCBANK,Mar 2019,-62872.0,-1503.0,23131.0,-41244.0
545,HDFCBANK,Mar 2020,-16869.0,-1403.0,24394.0,6122.0
546,HDFCBANK,Mar 2021,42476.0,-1823.0,-7321.0,33332.0
547,HDFCBANK,Mar 2022,-11960.0,-2051.0,48124.0,34113.0
548,HDFCBANK,Mar 2023,20814.0,-2992.0,23941.0,41762.0
549,HDFCBANK,Mar 2024,19069.0,16600.0,-3983.0,31687.0
550,HDFCLIFE,Mar 2013,,,,
551,HDFCLIFE,Mar 2014,,,,
552,HDFCLIFE,Mar 2015,4459.0,-3514.0,-168.0,777.0
553,HDFCLIFE,Mar 2016,5687.0,-3962.0,-212.0,1513.0
554,HDFCLIFE,Mar 2017,6230.0,-5177.0,-236.0,817.0
555,HDFCLIFE,Mar 2018,6739.0,-4421.0,-196.0,2122.0
556,HDFCLIFE,Mar 2019,9868.0,-10182.0,-337.0,-651.0
557,HDFCLIFE,Mar 2020,7388.0,-7789.0,38.0,-364.0
558,HDFCLIFE,Mar 2021,9703.0,-8952.0,678.0,1429.0
559,HDFCLIFE,Mar 2022,5943.0,-801.0,-238.0,4904.0
560,HDFCLIFE,Mar 2023,6883.0,-10071.0,1985.0,-1203.0
561,HDFCLIFE,Mar 2024,10721.0,-13614.0,-403.0,-3296.0
562,HEROMOTOCO,Mar 2014,2963.0,-1616.0,-1414.0,-66.0
563,HEROMOTOCO,Mar 2015,2186.0,31.0,-2131.0,86.0
564,HEROMOTOCO,Mar 2016,3722.0,-2300.0,-1475.0,-53.0
565,HEROMOTOCO,Mar 2017,4007.0,-1972.0,-2036.0,-1.0
566,HEROMOTOCO,Mar 2018,4017.0,-1858.0,-2102.0,57.0
567,HEROMOTOCO,Mar 2019,1032.0,1298.0,-2252.0,78.0
568,HEROMOTOCO,Mar 2020,5518.0,-2819.0,-2602.0,97.0
569,HEROMOTOCO,Mar 2021,4110.0,-2289.0,-1852.0,-31.0
570,HEROMOTOCO,Mar 2022,2104.0,-222.0,-1975.0,-94.0
571,HEROMOTOCO,Mar 2023,2614.0,-421.0,-2147.0,45.0
572,HEROMOTOCO,Mar 2024,4923.0,-1828.0,-2717.0,379.0
573,HINDALCO,Mar 2013,2977.0,-13801.0,10278.0,-545.0
574,HINDALCO,Mar 2014,7956.0,-8095.0,1493.0,1353.0
575,HINDALCO,Mar 2015,7143.0,-3873.0,-2437.0,833.0
576,HINDALCO,Mar 2016,11688.0,-3220.0,-8862.0,-394.0
577,HINDALCO,Mar 2017,12687.0,-2876.0,-5552.0,4259.0
578,HINDALCO,Mar 2018,10898.0,5333.0,-16412.0,-181.0
579,HINDALCO,Mar 2019,11977.0,-5456.0,-5466.0,1055.0
580,HINDALCO,Mar 2020,12745.0,-7227.0,6656.0,12174.0
581,HINDALCO,Mar 2021,17232.0,-25280.0,-4882.0,-12930.0
582,HINDALCO,Mar 2022,16838.0,-6773.0,-6765.0,3300.0
583,HINDALCO,Mar 2023,19208.0,-7559.0,-10450.0,1199.0
584,HINDALCO,Mar 2024,24056.0,-14267.0,-10817.0,-1028.0
585,HINDUNILVR,Mar 2013,3605.0,63.0,-4147.0,-480.0
586,HINDUNILVR,Mar 2014,3818.0,-475.0,-2960.0,383.0
587,HINDUNILVR,Mar 2015,3292.0,138.0,-3462.0,-33.0
588,HINDUNILVR,Mar 2016,4171.0,-282.0,-3864.0,25.0
589,HINDUNILVR,Mar 2017,5185.0,-1173.0,-4214.0,-202.0
590,HINDUNILVR,Mar 2018,6059.0,-1063.0,-4975.0,21.0
591,HINDUNILVR,Mar 2019,5800.0,-438.0,-5390.0,-28.0
592,HINDUNILVR,Mar 2020,7623.0,1791.0,-6819.0,2595.0
593,HINDUNILVR,Mar 2021,9163.0,-1228.0,-9309.0,-1374.0
594,HINDUNILVR,Mar 2022,9048.0,-1728.0,-8015.0,-695.0
595,HINDUNILVR,Mar 2023,9991.0,-1484.0,-8953.0,-446.0
596,HINDUNILVR,Mar 2024,15469.0,-5324.0,-10034.0,111.0
597,ICICIBANK,Mar 2013,17494.0,-18563.0,9283.0,8215.0
598,ICICIBANK,Mar 2014,6765.0,-15750.0,7872.0,-1113.0
599,ICICIBANK,Mar 2015,-12273.0,-13175.0,24827.0,-621.0
600,ICICIBANK,Mar 2016,23645.0,-12060.0,5814.0,17399.0
601,ICICIBANK,Mar 2017,52636.0,-1711.0,-35470.0,15455.0
602,ICICIBANK,Mar 2018,19383.0,-50551.0,39676.0,8508.0
603,ICICIBANK,Mar 2019,48671.0,-30282.0,-19997.0,-1608.0
604,ICICIBANK,Mar 2020,79565.0,-42095.0,2992.0,40462.0
605,ICICIBANK,Mar 2021,138015.0,-63631.0,-54667.0,19718.0
606,ICICIBANK,Mar 2022,58111.0,-39448.0,17451.0,36114.0
607,ICICIBANK,Mar 2023,-3771.0,-67689.0,24791.0,-46669.0
608,ICICIBANK,Mar 2024,157284.0,-144737.0,13765.0,26312.0
609,ICICIGI,Mar 2013,984.0,-962.0,102.0,124.0
610,ICICIGI,Mar 2014,595.0,-706.0,4.0,-108.0
611,ICICIGI,Mar 2015,-98.0,171.0,-93.0,-20.0
612,ICICIGI,Mar 2016,511.0,-310.0,-148.0,53.0
613,ICICIGI,Mar 2017,1628.0,-1990.0,361.0,-1.0
614,ICICIGI,Mar 2018,2390.0,-1896.0,-96.0,398.0
615,ICICIGI,Mar 2019,2976.0,-2856.0,-310.0,-190.0
616,ICICIGI,Mar 2020,3433.0,-3382.0,-420.0,-369.0
617,ICICIGI,Mar 2021,1774.0,-1367.0,-212.0,195.0
618,ICICIGI,Mar 2022,809.0,135.0,-879.0,65.0
619,ICICIGI,Mar 2023,2290.0,-1685.0,-695.0,-90.0
620,ICICIGI,Mar 2024,2407.0,-1921.0,-355.0,131.0
621,ICICIPRULI,Mar 2013,-2641.0,1564.0,-514.0,-1591.0
622,ICICIPRULI,Mar 2014,-2382.0,6012.0,-1091.0,2539.0
623,ICICIPRULI,Mar 2015,523.0,-1822.0,-966.0,-2264.0
624,ICICIPRULI,Mar 2016,3634.0,27.0,-1442.0,2219.0
625,ICICIPRULI,Mar 2017,4130.0,-696.0,-994.0,2439.0
626,ICICIPRULI,Mar 2018,5690.0,-5389.0,-1188.0,-887.0
627,ICICIPRULI,Mar 2019,11377.0,-7559.0,-843.0,2975.0
628,ICICIPRULI,Mar 2020,8596.0,-10797.0,-405.0,-2606.0
629,ICICIPRULI,Mar 2021,7314.0,-5084.0,1205.0,3434.0
630,ICICIPRULI,Mar 2022,1831.0,-816.0,-319.0,696.0
631,ICICIPRULI,Mar 2023,89.0,-1145.0,-112.0,-1168.0
632,ICICIPRULI,Mar 2024,-7315.0,7420.0,-88.0,17.0
633,INDIGO,Mar 2013,1741.0,-1890.0,36.0,-113.0
634,INDIGO,Mar 2014,1595.0,-2914.0,1285.0,-34.0
635,INDIGO,Mar 2015,2384.0,-940.0,-1308.0,136.0
636,INDIGO,Mar 2016,3116.0,-1337.0,-1220.0,559.0
637,INDIGO,Mar 2017,3782.0,-3033.0,-1401.0,-652.0
638,INDIGO,Mar 2018,3903.0,-4152.0,766.0,518.0
639,INDIGO,Mar 2019,3160.0,-2526.0,-592.0,42.0
640,INDIGO,Mar 2020,6943.0,-4573.0,-2407.0,-37.0
641,INDIGO,Mar 2021,-1620.0,3228.0,-1775.0,-168.0
642,INDIGO,Mar 2022,2064.0,1527.0,-3088.0,503.0
643,INDIGO,Mar 2023,12703.0,-4039.0,-8432.0,232.0
644,INDIGO,Mar 2024,21183.0,-11759.0,-9979.0,-555.0
645,INDUSINDBK,Mar 2013,-486.0,-174.0,1969.0,1309.0
646,INDUSINDBK,Mar 2014,-4106.0,-174.0,4200.0,-79.0
647,INDUSINDBK,Mar 2015,-1421.0,-276.0,5707.0,4010.0
648,INDUSINDBK,Mar 2016,-2927.0,-258.0,2517.0,-667.0
649,INDUSINDBK,Mar 2017,11569.0,-285.0,-2768.0,8516.0
650,INDUSINDBK,Mar 2018,-20700.0,-217.0,15505.0,-5412.0
651,INDUSINDBK,Mar 2019,-6389.0,-633.0,8590.0,1568.0
652,INDUSINDBK,Mar 2020,-12039.0,526.0,12733.0,1220.0
653,INDUSINDBK,Mar 2021,44646.0,-226.0,-4096.0,40324.0
654,INDUSINDBK,Mar 2022,16600.0,-351.0,-4302.0,11947.0
655,INDUSINDBK,Mar 2023,-12438.0,-441.0,1115.0,-11763.0
656,INDUSINDBK,Mar 2024,-16843.0,-625.0,-2242.0,-19710.0
657,INFY,Mar 2013,7373.0,-2922.0,-3210.0,1241.0
658,INFY,Mar 2014,9825.0,-2563.0,-3144.0,4118.0
659,INFY,Mar 2015,8353.0,999.0,-4935.0,4417.0
660,INFY,Mar 2016,10028.0,-885.0,-6813.0,2330.0
661,INFY,Mar 2017,11531.0,-14664.0,-6939.0,-10072.0
662,INFY,Mar 2018,13218.0,4533.0,-20505.0,-2754.0
663,INFY,Mar 2019,14841.0,-632.0,-14512.0,-303.0
664,INFY,Mar 2020,17003.0,-331.0,-17591.0,-919.0
665,INFY,Mar 2021,23224.0,-7373.0,-9786.0,6065.0
666,INFY,Mar 2022,23885.0,-6485.0,-24642.0,-7242.0
667,INFY,Mar 2023,22467.0,-1071.0,-26695.0,-5299.0
668,INFY,Mar 2024,25210.0,-5093.0,-17504.0,2613.0
669,IOC,Mar 2013,9340.0,-9294.0,352.0,398.0
670,IOC,Mar 2014,24195.0,-18594.0,-3116.0,2485.0
671,IOC,Mar 2015,46092.0,-10215.0,-38283.0,-2406.0
672,IOC,Mar 2016,25624.0,-13610.0,-11890.0,124.0
673,IOC,Mar 2017,28216.0,-17684.0,-10937.0,-405.0
674,IOC,Mar 2018,29115.0,-17119.0,-12007.0,-11.0
675,IOC,Mar 2019,12747.0,-22569.0,10436.0,614.0
676,IOC,Mar 2020,7146.0,-29101.0,22456.0,502.0
677,IOC,Mar 2021,49650.0,-22935.0,-27369.0,-653.0
678,IOC,Mar 2022,25747.0,-21294.0,-4058.0,395.0
679,IOC,Mar 2023,29644.0,-28030.0,-1794.0,-180.0
680,IOC,Mar 2024,71099.0,-31464.0,-39385.0,250.0
681,IRCTC,Mar 2015,69.0,-46.0,-17.0,6.0
682,IRCTC,Mar 2016,288.0,7.0,-31.0,263.0
683,IRCTC,Mar 2017,338.0,94.0,-136.0,296.0
684,IRCTC,Mar 2018,24.0,40.0,-57.0,7.0
685,IRCTC,Mar 2019,499.0,-353.0,-179.0,-33.0
686,IRCTC,Mar 2020,409.0,8.0,-280.0,137.0
687,IRCTC,Mar 2021,248.0,-453.0,-47.0,-252.0
688,IRCTC,Mar 2022,524.0,-242.0,-258.0,23.0
689,IRCTC,Mar 2023,812.0,-317.0,-434.0,61.0
690,IRCTC,Mar 2024,882.0,-215.0,-404.0,262.0
691,IRFC,Mar 2016,-16378.0,2.0,17582.0,1206.0
692,IRFC,Mar 2017,-19455.0,2.0,18250.0,-1204.0
693,IRFC,Mar 2018,-28076.0,2.0,28075.0,0.0
694,IRFC,Mar 2019,-41748.0,1.0,41749.0,3.0
695,IRFC,Mar 2020,-62701.0,1.0,62697.0,-2.0
696,IRFC,Mar 2021,-89907.0,0.0,90202.0,296.0
697,IRFC,Mar 2022,-64412.0,-5.0,64266.0,-151.0
698,IRFC,Mar 2023,-28588.0,0.0,28644.0,56.0
699,IRFC,Mar 2024,7914.0,-8.0,-8046.0,-140.0
700,ITC,Mar 2013,7102.0,-3881.0,-3310.0,-90.0
701,ITC,Mar 2014,7344.0,-3254.0,-4122.0,-32.0
702,ITC,Mar 2015,9843.0,-5275.0,-4661.0,-93.0
703,ITC,Mar 2016,9799.0,-3921.0,-5613.0,266.0
704,ITC,Mar 2017,10627.0,-3251.0,-7301.0,75.0
705,ITC,Mar 2018,13169.0,-7114.0,-6221.0,-166.0
706,ITC,Mar 2019,12583.0,-5546.0,-6869.0,169.0
707,ITC,Mar 2020,14690.0,-6174.0,-8181.0,334.0
708,ITC,Mar 2021,12527.0,5740.0,-18634.0,-367.0
709,ITC,Mar 2022,15776.0,-2238.0,-13580.0,-43.0
710,ITC,Mar 2023,18878.0,-5732.0,-13006.0,139.0
711,ITC,Mar 2024,17179.0,1563.0,-18551.0,191.0
712,JINDALSTEL,Mar 2013,3522.0,-9591.0,6111.0,43.0
713,JINDALSTEL,Mar 2014,4580.0,-12694.0,8879.0,766.0
714,JINDALSTEL,Mar 2015,1182.0,-6717.0,5708.0,173.0
715,JINDALSTEL,Mar 2016,4333.0,-2262.0,-2672.0,-601.0
716,JINDALSTEL,Mar 2017,6850.0,-1998.0,-5108.0,-256.0
717,JINDALSTEL,Mar 2018,7724.0,-1431.0,-6276.0,17.0
718,JINDALSTEL,Mar 2019,9027.0,-832.0,-8261.0,-67.0
719,JINDALSTEL,Mar 2020,8814.0,-1476.0,-7016.0,322.0
720,JINDALSTEL,Mar 2021,11961.0,-1884.0,-4612.0,5465.0
721,JINDALSTEL,Mar 2022,16048.0,-2331.0,-15120.0,-1403.0
722,JINDALSTEL,Mar 2023,7347.0,-4090.0,-2500.0,757.0
723,JINDALSTEL,Mar 2024,6008.0,-8344.0,1381.0,-955.0
724,JIOFIN,Mar 2023,2055.0,-1110.0,-889.0,56.0
725,JIOFIN,Mar 2024,-678.0,1441.0,-753.0,11.0
726,JSWENERGY,Mar 2013,1725.0,-944.0,-684.0,96.0
727,JSWENERGY,Mar 2014,2269.0,-363.0,-1859.0,48.0
728,JSWENERGY,Mar 2015,3394.0,-422.0,-2327.0,645.0
729,JSWENERGY,Mar 2016,3538.0,-3272.0,-1622.0,-1357.0
730,JSWENERGY,Mar 2017,3853.0,-762.0,-2595.0,496.0
731,JSWENERGY,Mar 2018,3934.0,-215.0,-3968.0,-249.0
732,JSWENERGY,Mar 2019,2491.0,-55.0,-2523.0,-87.0
733,JSWENERGY,Mar 2020,2082.0,301.0,-1962.0,421.0
734,JSWENERGY,Mar 2021,3700.0,-1030.0,-2515.0,155.0
735,JSWENERGY,Mar 2022,2952.0,-1387.0,-781.0,784.0
736,JSWENERGY,Mar 2023,2084.0,-6778.0,7327.0,2634.0
737,JSWENERGY,Mar 2024,6234.0,-8197.0,1675.0,-289.0
738,JSWSTEEL,Mar 2013,5844.0,-5433.0,-791.0,-380.0
739,JSWSTEEL,Mar 2014,2594.0,-5618.0,3300.0,276.0
740,JSWSTEEL,Mar 2015,7876.0,-7372.0,-169.0,334.0
741,JSWSTEEL,Mar 2016,6897.0,-3857.0,-3151.0,-111.0
742,JSWSTEEL,Mar 2017,7888.0,-5094.0,-2710.0,84.0
743,JSWSTEEL,Mar 2018,12379.0,-4529.0,-8185.0,-335.0
744,JSWSTEEL,Mar 2019,14633.0,-11387.0,1753.0,4999.0
745,JSWSTEEL,Mar 2020,12785.0,-19589.0,5189.0,-1615.0
746,JSWSTEEL,Mar 2021,18789.0,-7702.0,-3110.0,7977.0
747,JSWSTEEL,Mar 2022,26270.0,-14748.0,-14657.0,-3135.0
748,JSWSTEEL,Mar 2023,23323.0,-10730.0,-5977.0,6616.0
749,JSWSTEEL,Mar 2024,12078.0,-14467.0,-5005.0,-7394.0
750,KOTAKBANK,Mar 2013,2878.0,-9035.0,7099.0,942.0
751,KOTAKBANK,Mar 2014,9068.0,-1130.0,-5814.0,2125.0
752,KOTAKBANK,Mar 2015,2302.0,-4467.0,2426.0,260.0
753,KOTAKBANK,Mar 2016,5025.0,-2353.0,2024.0,4696.0
754,KOTAKBANK,Mar 2017,13222.0,-5289.0,6055.0,13989.0
755,KOTAKBANK,Mar 2018,-10392.0,-5475.0,14679.0,-1188.0
756,KOTAKBANK,Mar 2019,1822.0,-3323.0,8365.0,6864.0
757,KOTAKBANK,Mar 2020,46619.0,-13068.0,-735.0,32815.0
758,KOTAKBANK,Mar 2021,4881.0,-11172.0,-10072.0,-16363.0
759,KOTAKBANK,Mar 2022,8308.0,-10903.0,7543.0,4949.0
760,KOTAKBANK,Mar 2023,-1242.0,-10381.0,1883.0,-9740.0
761,KOTAKBANK,Mar 2024,15685.0,-8919.0,15515.0,22281.0
762,LICI,Mar 2019,13274.0,9636.0,-13700.0,9210.0
763,LICI,Mar 2020,54367.0,-40415.0,-18664.0,-4712.0
764,LICI,Mar 2021,80602.0,148447.0,-256125.0,-27077.0
765,LICI,Mar 2022,-3783.0,12531.0,0.0,8748.0
766,LICI,Mar 2023,54519.0,-52848.0,-949.0,722.0
767,LICI,Mar 2024,26122.0,-25269.0,-4427.0,-3574.0
777,LODHA,Mar 2016,387.0,-854.0,330.0,-137.0
778,LODHA,Mar 2017,1469.0,-1174.0,-312.0,-16.0
779,LODHA,Mar 2018,696.0,-651.0,24.0,69.0
780,LODHA,Mar 2019,-463.0,-175.0,736.0,97.0
781,LODHA,Mar 2020,3772.0,182.0,-4188.0,-234.0
782,LODHA,Mar 2021,2524.0,420.0,-2835.0,109.0
783,LODHA,Mar 2022,1998.0,1139.0,-2888.0,250.0
784,LODHA,Mar 2023,2750.0,1789.0,-3706.0,834.0
785,LODHA,Mar 2024,2512.0,-2947.0,951.0,516.0
786,LT,Mar 2013,-4355.0,-6922.0,11429.0,152.0
787,LT,Mar 2014,-7143.0,-5510.0,13136.0,483.0
788,LT,Mar 2015,-1365.0,-4778.0,7903.0,1759.0
789,LT,Mar 2016,-3240.0,-4627.0,7253.0,-613.0
790,LT,Mar 2017,6655.0,-9796.0,2896.0,-245.0
791,LT,Mar 2018,-10031.0,3914.0,9370.0,3254.0
792,LT,Mar 2019,-4756.0,-11023.0,15440.0,-338.0
793,LT,Mar 2020,6694.0,-8408.0,6372.0,4658.0
794,LT,Mar 2021,23074.0,-5750.0,-15274.0,2049.0
795,LT,Mar 2022,19164.0,-3585.0,-15181.0,397.0
796,LT,Mar 2023,22777.0,-8048.0,-11572.0,3156.0
797,LT,Mar 2024,18266.0,2179.0,-25413.0,-4968.0
798,LTIM,Mar 2013,608.0,-224.0,-396.0,-13.0
799,LTIM,Mar 2014,628.0,180.0,-769.0,40.0
800,LTIM,Mar 2015,642.0,-103.0,-497.0,42.0
801,LTIM,Mar 2016,858.0,-40.0,-817.0,2.0
802,LTIM,Mar 2017,1170.0,-961.0,-33.0,176.0
803,LTIM,Mar 2018,844.0,-452.0,-408.0,-16.0
804,LTIM,Mar 2019,1395.0,-749.0,-594.0,52.0
805,LTIM,Mar 2020,1644.0,-643.0,-890.0,110.0
806,LTIM,Mar 2021,2400.0,-1657.0,-509.0,234.0
807,LTIM,Mar 2022,3251.0,-1643.0,-1680.0,-73.0
808,LTIM,Mar 2023,3095.0,-271.0,-1932.0,892.0
809,LTIM,Mar 2024,5670.0,-3918.0,-2269.0,-518.0
810,M&M,Mar 2013,-922.0,-2903.0,4508.0,684.0
811,M&M,Mar 2014,-244.0,-4524.0,5577.0,810.0
812,M&M,Mar 2015,1055.0,-4357.0,1669.0,-1633.0
813,M&M,Mar 2016,2385.0,-5506.0,2967.0,-154.0
814,M&M,Mar 2017,183.0,-5875.0,6108.0,416.0
815,M&M,Mar 2018,682.0,-5467.0,6314.0,1529.0
816,M&M,Mar 2019,-4347.0,-7174.0,13194.0,1672.0
817,M&M,Mar 2020,-1457.0,-6870.0,6933.0,-1394.0
818,M&M,Mar 2021,17909.0,-19686.0,406.0,-1370.0
819,M&M,Mar 2022,9248.0,-3252.0,-5883.0,113.0
820,M&M,Mar 2023,-7074.0,-8866.0,15946.0,6.0
821,M&M,Mar 2024,-5630.0,-5615.0,12281.0,1037.0
822,MARUTI,Mar 2013,4059.0,-3119.0,-979.0,-39.0
823,MARUTI,Mar 2014,4995.0,-4997.0,-74.0,-76.0
824,MARUTI,Mar 2015,6449.0,-4491.0,-2004.0,-45.0
825,MARUTI,Mar 2016,8482.0,-7230.0,-1237.0,16.0
826,MARUTI,Mar 2017,10282.0,-9173.0,-1129.0,-20.0
827,MARUTI,Mar 2018,11788.0,-8302.0,-3436.0,50.0
828,MARUTI,Mar 2019,6601.0,-3540.0,-2948.0,113.0
829,MARUTI,Mar 2020,3496.0,-557.0,-3104.0,-165.0
830,MARUTI,Mar 2021,8856.0,-7291.0,-1545.0,20.0
831,MARUTI,Mar 2022,1840.0,-239.0,-1607.0,-6.0
832,MARUTI,Mar 2023,10815.0,-8820.0,-1214.0,780.0
833,MARUTI,Mar 2024,16801.0,-11865.0,-4062.0,874.0
834,MOTHERSON,Mar 2013,1486.0,-1089.0,-256.0,142.0
835,MOTHERSON,Mar 2014,2695.0,-1372.0,-1080.0,243.0
836,MOTHERSON,Mar 2015,3390.0,-2844.0,494.0,1040.0
837,MOTHERSON,Mar 2016,2188.0,-1906.0,-263.0,19.0
838,MOTHERSON,Mar 2017,3800.0,-6145.0,5518.0,3172.0
839,MOTHERSON,Mar 2018,3264.0,-3194.0,-2221.0,-2152.0
840,MOTHERSON,Mar 2019,4312.0,-3318.0,-225.0,769.0
841,MOTHERSON,Mar 2020,6352.0,-2220.0,-2803.0,1329.0
842,MOTHERSON,Mar 2021,5051.0,-1886.0,-2098.0,1068.0
843,MOTHERSON,Mar 2022,2463.0,-2304.0,-1217.0,-1059.0
844,MOTHERSON,Mar 2023,4643.0,-2248.0,-2734.0,-339.0
845,MOTHERSON,Mar 2024,7569.0,-6644.0,1281.0,2205.0
846,NAUKRI,Mar 2013,75.0,-46.0,-12.0,16.0
847,NAUKRI,Mar 2014,81.0,-204.0,130.0,7.0
848,NAUKRI,Mar 2015,51.0,-1051.0,1025.0,25.0
849,NAUKRI,Mar 2016,78.0,-2.0,-66.0,11.0
850,NAUKRI,Mar 2017,213.0,-165.0,-42.0,7.0
851,NAUKRI,Mar 2018,253.0,-149.0,-75.0,29.0
852,NAUKRI,Mar 2019,276.0,-59.0,-78.0,138.0
853,NAUKRI,Mar 2020,350.0,97.0,-143.0,304.0
854,NAUKRI,Mar 2021,276.0,-2043.0,1880.0,113.0
855,NAUKRI,Mar 2022,707.0,-1177.0,35.0,-435.0
856,NAUKRI,Mar 2023,512.0,-358.0,2.0,156.0
857,NAUKRI,Mar 2024,702.0,-852.0,120.0,-29.0
858,NESTLEIND,Dec 2013,1796.0,-441.0,-580.0,775.0
859,NESTLEIND,Dec 2014,1644.0,-432.0,-1635.0,-423.0
860,NESTLEIND,Dec 2015,1098.0,-70.0,-498.0,529.0
861,NESTLEIND,Dec 2016,1466.0,-126.0,-666.0,674.0
862,NESTLEIND,Dec 2017,1818.0,-131.0,-997.0,691.0
863,NESTLEIND,Dec 2018,2052.0,-52.0,-1317.0,683.0
